experiment,split,method,setting,dataset,num_seeds,mIoU_percent,mIoU_seed_std_percent,foreground_mIoU_percent,foreground_mIoU_seed_std_percent,background_IoU_percent,background_IoU_seed_std_percent,foreground_Dice_percent,foreground_Dice_seed_std_percent,AUROC_percent,AUROC_seed_std_percent,absent_FP_area_percent,absent_FP_area_seed_std_percent
exp1_baseline,internal_unused_source,MaskCLIP,original_ngsc,BUSI,1,63.56759746157641,,31.401242428924075,,95.73395249422875,,43.416570878868924,,,,2.9541457246883107,
exp1_baseline,internal_unused_source,MaskCLIP,original_ngsc,BrainMRI,1,36.57761341156591,,17.81140788603165,,92.87622998816869,,31.87624575378369,,,,2.1117217505156107,
exp1_baseline,internal_unused_source,MaskCLIP,original_ngsc,ColonDB,1,57.43694649558486,,25.40260138187772,,89.47129160929201,,37.74310178562988,,,,,
exp1_baseline,internal_unused_source,MaskCLIP,original_ngsc,KiTS,1,57.9983552981584,,18.838951889225513,,97.15775870709128,,24.3652910302552,,,,,
exp1_baseline,internal_unused_source,MaskCLIP,original_ngsc,macro_average,1,53.89512816672139,,23.363550896514738,,93.80980819969518,,34.35030236213442,,,,2.5329337376019603,
exp1_baseline,internal_unused_source,MaskCLIP,core_fixed,BUSI,1,66.31772771695566,,37.5597450610069,,95.07571037290442,,52.283848648383945,,,,3.1882333063657815,
exp1_baseline,internal_unused_source,MaskCLIP,core_fixed,BrainMRI,1,34.790622350351356,,15.161451043163328,,93.67813627191545,,28.88302628644376,,,,1.9467592239379883,
exp1_baseline,internal_unused_source,MaskCLIP,core_fixed,ColonDB,1,57.42524575389785,,25.39581946039961,,89.45467204739609,,37.737657328509904,,,,,
exp1_baseline,internal_unused_source,MaskCLIP,core_fixed,KiTS,1,57.98488570294648,,18.825091846353395,,97.14467955953955,,24.351469211122314,,,,,
exp1_baseline,internal_unused_source,MaskCLIP,core_fixed,macro_average,1,54.12962038103784,,24.23552685273081,,93.83829956293889,,35.814000368614984,,,,2.5674962651518847,
exp1_baseline,internal_unused_source,MaskCLIP,source_static,BUSI,1,67.13781151898289,,37.997981642958585,,96.27764139500718,,52.40314380848018,,,,2.268277797206198,
exp1_baseline,internal_unused_source,MaskCLIP,source_static,BrainMRI,1,37.864681191697656,,18.587369635807708,,95.69661585936751,,33.68503697228881,,,,1.3496423835185036,
exp1_baseline,internal_unused_source,MaskCLIP,source_static,ColonDB,1,59.42829164106206,,25.878023149263367,,92.97856013286075,,36.95771883748912,,,,,
exp1_baseline,internal_unused_source,MaskCLIP,source_static,KiTS,1,59.602083913258795,,21.298258772251128,,97.90590905426647,,27.061793773514935,,,,,
exp1_baseline,internal_unused_source,MaskCLIP,source_static,macro_average,1,56.008217066250346,,25.9404083000702,,95.71468161037548,,37.52692334794327,,,,1.8089600903623506,
exp2,internal_unused_source,MaskCLIP,global_beta_grpo,BUSI,3,67.02253914307305,0.010961016747048778,37.66697173529489,0.035198324640785844,96.3781065508512,0.013353240053471884,51.96205228837937,0.04950175194302696,97.60631063762739,0.0002906464224636083,2.120494924712099,0.022494331821430312
exp2,internal_unused_source,MaskCLIP,global_beta_grpo,BrainMRI,3,38.211205192408876,0.051133059706786395,18.95465240942982,0.056558857103279486,95.98086354134605,0.03613732567731781,34.14158942512589,0.06240078653426223,98.1206683202293,0.000251033416972212,1.2561679479494616,0.012418496356841535
exp2,internal_unused_source,MaskCLIP,global_beta_grpo,ColonDB,3,59.34681345944609,0.01585460622701338,25.65980887554752,0.03713818542139231,93.03381804334465,0.006891625468477427,36.62302131418168,0.05028132352291605,87.81576758982064,0.0021559478424711116,,
exp2,internal_unused_source,MaskCLIP,global_beta_grpo,KiTS,3,59.693704458940346,0.01129261159856944,21.367312380066263,0.012868102851267944,98.02009653781441,0.01298025495579236,27.05959032448863,0.01096965683619131,87.79691688589438,0.002702494377628615,,
exp2,internal_unused_source,MaskCLIP,global_beta_grpo,macro_average,3,56.06856556346709,0.010004106426296507,25.91218635008462,0.007103309116818638,95.85322116833909,0.017209553162669013,37.446563338043894,0.01025117484796761,92.83491585839292,0.001054778032334002,1.6883314363307804,0.017290308393205934
exp2,internal_unused_source,MaskCLIP,conditional_beta_grpo,BUSI,3,65.31022578098958,0.5436051656372817,35.12629139793512,1.1333682034209036,95.49416016404405,0.30984187524897444,48.733779790761425,1.280883306712589,97.60218089560728,0.009579449874385951,3.8221521421051627,0.45049037155362864
exp2,internal_unused_source,MaskCLIP,conditional_beta_grpo,BrainMRI,3,39.06054367691325,0.07465296126056306,19.931346885799126,0.040776659096516545,96.44813405025563,0.2643368037611208,35.557518763643216,0.044247515036453466,98.15089531747815,0.001696421685556906,1.1038112403148443,0.10712599430748616
exp2,internal_unused_source,MaskCLIP,conditional_beta_grpo,ColonDB,3,60.048858393674465,0.016380711122517815,27.202636896191922,0.029997047096253306,92.89507989115701,0.045287611584841646,38.69987532875684,0.08344529793993079,87.83492234216412,0.005242520472787979,,
exp2,internal_unused_source,MaskCLIP,conditional_beta_grpo,KiTS,3,58.64389090261327,0.18493385134231685,20.392140789657027,0.08406306893186485,96.89564101556952,0.30136983463862976,26.187617130733454,0.08909469614492697,87.79691223516703,0.012122035774562142,,
exp2,internal_unused_source,MaskCLIP,conditional_beta_grpo,macro_average,3,55.765879688547635,0.14159744089376536,25.663103992395797,0.28666945548009926,95.43325378025655,0.12490718547488455,37.294697753473734,0.32905690247411606,92.84622769760415,0.005153222740934099,2.4629816912100035,0.20073640500849863
exp1_baseline,internal_unused_source,SCLIP,original_ngsc,BUSI,1,67.94062794855151,,39.920549130914054,,95.96070676618893,,52.24351266418126,,,,0.8177104791667676,
exp1_baseline,internal_unused_source,SCLIP,original_ngsc,BrainMRI,1,32.936990196708294,,13.905866014285472,,90.03036274397674,,21.428457637598516,,,,2.7562856674194336,
exp1_baseline,internal_unused_source,SCLIP,original_ngsc,ColonDB,1,54.08719613662064,,22.740659723171646,,85.43373255006964,,33.94237607327843,,,,,
exp1_baseline,internal_unused_source,SCLIP,original_ngsc,KiTS,1,56.10374811145948,,16.587482166951215,,95.62001405596776,,20.206276606402493,,,,,
exp1_baseline,internal_unused_source,SCLIP,original_ngsc,macro_average,1,52.76714059833498,,23.288639258830596,,91.76120402905077,,31.955155745365175,,,,1.7869980732931008,
exp1_baseline,internal_unused_source,SCLIP,core_fixed,BUSI,1,66.66471083609721,,39.35628781399909,,93.97313385819535,,51.29977148221645,,,,2.9975746812265562,
exp1_baseline,internal_unused_source,SCLIP,core_fixed,BrainMRI,1,35.40853805894793,,16.7088766192493,,91.50752237804384,,27.849983983214095,,,,2.8943097413475836,
exp1_baseline,internal_unused_source,SCLIP,core_fixed,ColonDB,1,54.062024272068356,,22.72766113427612,,85.3963874098606,,33.92583531235952,,,,,
exp1_baseline,internal_unused_source,SCLIP,core_fixed,KiTS,1,56.08781518653401,,16.566544471470106,,95.60908590159791,,20.1882575933279,,,,,
exp1_baseline,internal_unused_source,SCLIP,core_fixed,macro_average,1,53.05577208841188,,23.839842509748653,,91.62153238692443,,33.315962092779486,,,,2.9459422112870697,
exp1_baseline,internal_unused_source,SCLIP,source_static,BUSI,1,67.61280134505525,,40.38918037522592,,94.83642231488456,,52.62081942202638,,,,2.5181952722324192,
exp1_baseline,internal_unused_source,SCLIP,source_static,BrainMRI,1,38.20050803350916,,19.23165655695077,,95.10706246318433,,31.493114961913943,,,,1.6519927266818373,
exp1_baseline,internal_unused_source,SCLIP,source_static,ColonDB,1,58.78971058748914,,25.02286451050954,,92.55655666446873,,35.926519842491615,,,,,
exp1_baseline,internal_unused_source,SCLIP,source_static,KiTS,1,57.22052359822315,,17.679422090336423,,96.76162510610989,,21.106209224337213,,,,,
exp1_baseline,internal_unused_source,SCLIP,source_static,macro_average,1,55.455885891069165,,25.580780883255667,,94.81541663716189,,35.28666586269229,,,,2.0850939994571283,
exp2,internal_unused_source,SCLIP,global_beta_grpo,BUSI,3,67.6239339124961,0.010953274627097397,40.389262163748434,0.009964704780495517,94.85860566124379,0.01819144174487163,52.6217472617826,0.0075643938391791515,95.75481530589582,0.003911440915802148,2.4965284326113952,0.01811833757143893
exp2,internal_unused_source,SCLIP,global_beta_grpo,BrainMRI,3,38.20072233440501,0.0036526021803342623,19.20771441466756,0.02164046033539731,95.17974609361735,0.06098331605088759,31.489762531735543,0.0067776305028440205,97.28138162854223,0.0019832147038022067,1.627480568577401,0.020576276353337596
exp2,internal_unused_source,SCLIP,global_beta_grpo,ColonDB,3,58.80544871607359,0.01347853340992647,25.017360621050067,0.005138000938993187,92.59353681109714,0.03171473281039835,35.90396806591209,0.020503318514829314,84.12069207205197,0.002843599158133702,,
exp2,internal_unused_source,SCLIP,global_beta_grpo,KiTS,3,57.21595011347759,0.003561407418940826,17.660313697451222,0.015593650537415276,96.77158652950396,0.008531016611795493,21.090742403085947,0.012690393420051826,69.47649133790694,0.0010934731490952138,,
exp2,internal_unused_source,SCLIP,global_beta_grpo,macro_average,3,55.46151376911308,0.004633594146345032,25.568662724229323,0.010311989572434333,94.85086877386556,0.029827887503169004,35.27655506562905,0.00871558720051324,86.65834508609925,0.0018364898390824996,2.0620045005943983,0.019345298574620005
exp2,internal_unused_source,SCLIP,conditional_beta_grpo,BUSI,3,67.63940454506748,0.024834496476226493,40.422426359927584,0.022489652119770234,94.85638273020737,0.027208020155270022,52.666922381443456,0.047755130911873736,95.73593690636253,0.019872534081372146,2.495825052885078,0.03445529421741791
exp2,internal_unused_source,SCLIP,conditional_beta_grpo,BrainMRI,3,38.145348587830746,0.025723407213605602,19.18297773131591,0.02388279872280126,95.03246115737527,0.0952616583963001,31.385686402593137,0.06929835962380426,97.2745719929256,0.00611882385350801,1.6744235261755798,0.027774360140357147
exp2,internal_unused_source,SCLIP,conditional_beta_grpo,ColonDB,3,58.81355498456904,0.030157659792688387,25.142515183455245,0.18142820365998816,92.48459478568283,0.12121063024485734,36.105454317299,0.2755972477929167,84.11761932695097,0.004888198607311686,,
exp2,internal_unused_source,SCLIP,conditional_beta_grpo,KiTS,3,57.22107956597547,0.011732336859445917,17.669384766907374,0.03487076865426961,96.77277436504357,0.01171153049562491,21.10030967761365,0.025512579648453305,69.4806620814347,0.004121446782665688,,
exp2,internal_unused_source,SCLIP,conditional_beta_grpo,macro_average,3,55.45484692086068,0.006387888553302901,25.604326010401522,0.043608051863646746,94.78655325957726,0.04433846576878204,35.31459319473731,0.057912685802771986,86.65219757691845,0.006805338518412208,2.085124289530329,0.00334593224462983
exp1_baseline,internal_unused_source,ClearCLIP,original_ngsc,BUSI,1,71.4127796913008,,45.57863637192427,,97.24692301067734,,59.45787975318157,,,,0.35093842657240354,
exp1_baseline,internal_unused_source,ClearCLIP,original_ngsc,BrainMRI,1,29.2469860472584,,9.787751438627728,,87.62468987315042,,14.473053154044996,,,,3.3907139479224364,
exp1_baseline,internal_unused_source,ClearCLIP,original_ngsc,ColonDB,1,54.68841567908191,,23.33852195782293,,86.03830940034089,,34.74771667349254,,,,,
exp1_baseline,internal_unused_source,ClearCLIP,original_ngsc,KiTS,1,57.380207119500135,,19.69361676381751,,95.06679747518277,,25.980326267717242,,,,,
exp1_baseline,internal_unused_source,ClearCLIP,original_ngsc,macro_average,1,53.182097134285314,,24.599631633048112,,91.49417993983786,,33.66474396210909,,,,1.8708261872474201,
exp1_baseline,internal_unused_source,ClearCLIP,core_fixed,BUSI,1,69.13660166548907,,42.60281772471541,,95.67038560626271,,55.78033039113126,,,,2.931733077168739,
exp1_baseline,internal_unused_source,ClearCLIP,core_fixed,BrainMRI,1,30.56397061354177,,10.64417144848367,,90.32336810871605,,20.692407306198245,,,,2.3907149015967524,
exp1_baseline,internal_unused_source,ClearCLIP,core_fixed,ColonDB,1,54.65793010453359,,23.325481807398994,,85.99037840166818,,34.7317259195139,,,,,
exp1_baseline,internal_unused_source,ClearCLIP,core_fixed,KiTS,1,57.363392434283696,,19.67765043365521,,95.04913443491219,,25.963123829961916,,,,,
exp1_baseline,internal_unused_source,ClearCLIP,core_fixed,macro_average,1,52.930473704462024,,24.06253035356332,,91.75831663788979,,34.29189686170133,,,,2.6612239893827456,
exp1_baseline,internal_unused_source,ClearCLIP,source_static,BUSI,1,69.82507346943373,,42.720579788931296,,96.92956714993616,,55.894025362297796,,,,1.4785742243943643,
exp1_baseline,internal_unused_source,ClearCLIP,source_static,BrainMRI,1,33.47235667885672,,13.309688118563459,,93.96036235973651,,25.124373077869176,,,,1.6209100609395042,
exp1_baseline,internal_unused_source,ClearCLIP,source_static,ColonDB,1,58.64236926948989,,24.284525623932684,,93.0002129150471,,34.51977147452591,,,,,
exp1_baseline,internal_unused_source,ClearCLIP,source_static,KiTS,1,59.80817991463727,,22.26014322209974,,97.3562166071748,,27.918695432680394,,,,,
